titre,entreprise,lieu,remote,description,lien,tags,date_scraping,source
Online Marketing Manager (m/w/d),KF Design GmbH,Krefeld,False,"<p>REMEMBER® steht für hochwertige Design-, Lifestyle- und Geschenkartikel mit dem gewissen Extra, die Farbe ins Leben bringen und den Alltag verschönern. Mit großer Leidenschaft werden unsere Produkt",https://www.arbeitnow.com/jobs/companies/kf-design-gmbh/online-marketing-manager-krefeld-319010,Online Marketing,2026-05-02,arbeitnow
Software-Ingenieur PCS7 Elektrotechnik (m/w/d),KURT Personal GmbH,Pinneberg,False,"<p>Gemeinsam mehr Bewegen !</p>
<p>Für unseren Kunden aus Hamburg/Kreis Pinneberg suchen wir im Rahmen der Arbeitnehmerüberlassung mit Option der Übernahme einem Software-Ingenieur PCS7 Elektrotechnik",https://www.arbeitnow.com/jobs/companies/kurt-personal-gmbh/software-ingenieur-pcs7-elektrotechnik-pinneberg-202993,IT Security,2026-05-02,arbeitnow
(Team Lead / Senior) HubSpot CRM Consultant (all genders),MAI Group,Berlin,False,"<p>Wir sind MAI Marketing Automation Intelligence – eine Agenturgruppe mit rund 400 Expert:innen, die datengetriebenes Marketing neu denken. Für unsere Tochtergesellschaft mediaworx in Berlin suchen w",https://www.arbeitnow.com/jobs/companies/mai-group/team-lead-senior-hubspot-crm-consultant-all-genders-hamburg-171833,"CRM, Direct Marketing",2026-05-02,arbeitnow
Duales Studium Marketing (m/w/d),Elektro-EU.DS GmbH,Berlin,False,"<p>Du möchtest Marketing nicht nur theoretisch lernen, sondern von Anfang an aktiv mitgestalten? Bei uns hast du die Möglichkeit, einen wachsenden Marketingbereich mit aufzubauen und gleichzeitig wert",https://www.arbeitnow.com/jobs/companies/elektro-euds-gmbh/duales-studium-marketing-berlin-496598,Marketing and Communication,2026-05-02,arbeitnow
Software-Entwickler C++ (w/m/d) in Hamburg,INDIE Solutions GmbH,Hamburg,False,"<p>Du willst den Wertpapierhandel von morgen mitgestalten?</p>
<p>Für einen innovativen Player im europäischen Finanzmarkt suchen wir Verstärkung.</p>
<p>Fokus auf moderne Handelsplattformen, schnelle",https://www.arbeitnow.com/jobs/companies/indie-solutions-gmbh/software-entwickler-c-in-hamburg-273064,Software Development,2026-05-02,arbeitnow
Softwareentwickler C# (m/w/d),Artschwager + Kohl Software GmbH,Herzogenaurach,False,"<p><strong>Nie wieder langweilige Programmierarbeiten - Traumjob als IT Softwareentwickler/in</strong> für alle, die sich gerne in die Entwicklung der Softwarearchitektur einbringen, diese programmier",https://www.arbeitnow.com/jobs/companies/artschwager-kohl-software-gmbh/softwareentwickler-c-herzogenaurach-290687,Software Development,2026-05-02,arbeitnow
Senior-Bilanzbuchhalter:in,Paper & Tea,Berlin,False,"<p><strong>Bist du unser Perfect Match(a)?</strong></p>
<p>PAPER &#x26; TEA ist mehr als nur eine Marke, wir sind eine Premium-Tee-Company, die moderne Teekultur auf höchstem Niveau neu interpretiert.",https://www.arbeitnow.com/jobs/companies/paper-tea/senior-bilanzbuchhalterin-berlin-478815,Finance,2026-05-02,arbeitnow
Senior Graphic Designer (m/w/d),adlicious,Hamburg,False,"<p><strong>Über adlicious</strong></p>
<p>adlicious ist einer der führenden Advertising Solutions Provider im schönen Hamburg und unsere Mission ist es, die besten Werbekampagnen für unsere Kunden zu ",https://www.arbeitnow.com/jobs/companies/adlicious/senior-graphic-designer-hamburg-147051,Marketing and Communication,2026-05-02,arbeitnow
(Junior) Debitorenbuchhalter (m/w/d),INDIE Solutions GmbH,Berlin,False,"<p><strong>Payment-Solutions neu gedacht!</strong></p>
<p>Unter diesem Motto entwickelt unser Partner, als führendes Unternehmen im DACH-Raum, innovative und individuelle POS-Software-Lösungen - von S",https://www.arbeitnow.com/jobs/companies/indie-solutions-gmbh/junior-debitorenbuchhalter-berlin-111944,Accounts Receivable,2026-05-02,arbeitnow
(Senior) Performance Marketing Manager - Paid Social (all genders),mammaly,Berlin,True,"<p><strong>About mammaly</strong></p>
<p>We are mammaly! - und unsere Mission sind gesunde und glückliche Hunde! Deshalb entwickeln wir Premium Supplements für Hunde, die ein langes und gutes Leben er",https://www.arbeitnow.com/jobs/companies/mammaly/senior-performance-marketing-manager-paid-social-all-genders-berlin-471446,"Remote, Marketing Manager",2026-05-02,arbeitnow
(Senior) Lifecycle Manager - Subscription (all genders),mammaly,Berlin,True,"<p><strong>About mammaly</strong></p>
<p>We are mammaly! - und unsere Mission sind gesunde und glückliche Hunde! Deshalb entwickeln wir Premium Supplements für Hunde, die ein langes und gutes Leben er",https://www.arbeitnow.com/jobs/companies/mammaly/senior-lifecycle-manager-subscription-all-genders-berlin-79742,"Remote, Marketing and Communication",2026-05-02,arbeitnow
(Senior) Subscription Manager (all genders),mammaly,Berlin,True,"<p><strong>About mammaly</strong></p>
<p>We are mammaly! - und unsere Mission sind gesunde und glückliche Hunde! Deshalb entwickeln wir Premium Supplements für Hunde, die ein langes und gutes Leben er",https://www.arbeitnow.com/jobs/companies/mammaly/senior-subscription-manager-all-genders-berlin-146561,"Remote, Marketing and Communication",2026-05-02,arbeitnow
Fullstack application developer (m/f/d),syte GmbH,Münster,False,"<h2>Your mission</h2>
<p><strong>Shape how real estate professionals experience the future of property development.</strong><br>
syte's software helps developers, planners, and investors make decision",https://www.arbeitnow.com/jobs/companies/syte-gmbh/fullstack-application-developer-munster-452646,IT,2026-05-02,arbeitnow
Werkstudentin im Bereich E-Commerce (m/w/d),Gusti Leder GmbH,Rostock,False,"<p><strong><span style=""font-size: 1.2em""><span style=""color: #000000"">Gestalte mit uns die Zukunft des digitalen Handels! 💻🌍✨</span></span></strong></p><p><span style=""color: #000000"">Tauche ein in d",https://www.arbeitnow.com/jobs/companies/gusti-leder-gmbh/werkstudentin-im-bereich-e-commerce-rostock-295368,"Sales, high school or equivalent",2026-05-02,arbeitnow
Senior Sales Consultant - Vollzeit (German Speaking),Swiss Life Select,Bad Krozingen,False,"<p style="";""><span style=""color: #000000"">Du willst Ergebnisse, keine Diskussionen?<br />Du arbeitest strukturiert, hast ein klares Verständnis für saubere Prozesse und weißt, wie wichtig Verlässlichk",https://www.arbeitnow.com/jobs/companies/swiss-life-select/senior-sales-consultant-vollzeit-german-speaking-bad-krozingen-250756,"Finance, high school or equivalent",2026-05-02,arbeitnow
Teamleiter (m/w/d) im Finanzvertrieb (German Speaking),Peter Stenmans,Berlin,False,"<p><strong>Du bist eine Führungspersönlichkeit, die Verlässlichkeit, klare Strukturen und Teamgeist lebt?</strong><br /><span style=""color: #000000"">Übernimm Verantwortung, optimiere Prozesse und führ",https://www.arbeitnow.com/jobs/companies/peter-stenmans/teamleiter-im-finanzvertrieb-german-speaking-berlin-262377,"Finance, vocational",2026-05-02,arbeitnow
Projektingenieur (m/w/d) Projektkoordination in Mannheim (296),BRÜGGEN ENGINEERING GmbH,Mannheim,False,"<p><strong>Ihre Karriere im innovativen Projektmanagement.</strong></p>
<p>Sie haben ein Talent für Koordination und möchten technische Entwicklungsprojekte vorantreiben? Bei BRÜGGEN ENGINEERING biete",https://www.arbeitnow.com/jobs/companies/bruggen-engineering-gmbh/projektingenieur-projektkoordination-in-mannheim-296-266758,Engineering,2026-05-02,arbeitnow
Projektleiter (m/w/d) für IT / Softwareprojekte,Artschwager + Kohl Software GmbH,Herzogenaurach,False,"<p><strong>Nie wieder im Projektchaos untergehen - Traumjob als Projektleiter (m/w/d)</strong></p>
<p>Nie wieder unklare Anforderungen, chaotische Abläufe oder unrealistische Zeitpläne. Traumjob als P",https://www.arbeitnow.com/jobs/companies/artschwager-kohl-software-gmbh/projektleiter-fur-it-softwareprojekte-herzogenaurach-14656,Project Management,2026-05-02,arbeitnow
"Finanzberater Privatkunden, Bankkaufmann m/w/d in Stuttgart",Cobisi Consult - Die Personalberatung für den Mittelstand im DACH-Raum,Stuttgart,False,"<p><strong>Unser Mandant</strong> ist eine <strong>regional verankerte Bank in Stuttgart</strong>, die Privatkundinnen und Privatkunden umfassend zu Geldanlage, Vermögensaufbau und Finanzlösungen berä",https://www.arbeitnow.com/jobs/companies/cobisi-consult-die-personalberatung-fur-den-mittelstand-im-dach-raum/finanzberater-privatkunden-bankkaufmann-in-stuttgart-424637,Private Banking,2026-05-02,arbeitnow
IT-Administrator (m/w/d) in der Workplace-Verwaltung,prettyTELCO GmbH,Ehingen,False,"<p>Was <strong>prettyTELCO</strong> von anderen <strong>Personalvermittlungen</strong> abhebt, ist unser Fokus auf die Vermittlung von <strong>Menschen,</strong> die nicht nur fachlich qualifiziert si",https://www.arbeitnow.com/jobs/companies/prettytelco-gmbh/it-administrator-in-der-workplace-verwaltung-ehingen-67200,System and Network Administration,2026-05-02,arbeitnow
(Senior)Service Manager Mobilfunk B2B Key-Account Energiewirtschaft,prettyTELCO GmbH,Cologne,False,"<p>Was <strong>prettyTELCO</strong> von anderen <strong>Personalvermittlungen</strong> abhebt, ist unser Fokus auf die Vermittlung von <strong>Menschen,</strong> die nicht nur fachlich qualifiziert si",https://www.arbeitnow.com/jobs/companies/prettytelco-gmbh/seniorservice-manager-mobilfunk-b2b-key-account-energiewirtschaft-cologne-261427,IT,2026-05-02,arbeitnow
Social Media Manager:in / Vollzeit / Teilzeit (m/w/d),markenkäpt'n,Ruderting,False,"<p>Wir sind <strong>markenkäpt’n</strong>, eine Social-Media- und Influencer-Marketing-Agentur aus Ruderting. Wir betreuen Creator, planen Kooperationen mit Unternehmen und setzen kreative Kampagnen a",https://www.arbeitnow.com/jobs/companies/markenkaptn/social-media-managerin-vollzeit-teilzeit-ruderting-433404,Social Media Manager,2026-05-02,arbeitnow
Chief of Staff,SumUp,"Berlin, Berlin, Germany",False,"<p><strong>About the role</strong></p>
<p>As Chief of Staff, you will act as a strategic partner to a C-level executive, helping translate strategy into execution across the organization. The Chief of",https://www.arbeitnow.com/jobs/companies/sumup/chief-of-staff-berlin-132254,,2026-05-02,arbeitnow
"Product Manager, Courier Delivery Experience",Wolt - English,"Berlin, Berlin, Germany",False,"<div class=""content-intro""><h2><span data-sheets-root=""1"">About Wolt</span></h2>
<p><span data-sheets-root=""1"">At Wolt, we create technology that brings joy, simplicity and earnings to the neighborhoo",https://www.arbeitnow.com/jobs/companies/wolt-english/product-manager-courier-delivery-experience-berlin-233320,,2026-05-02,arbeitnow
"Product Manager, Courier Compliance",Wolt - English,"Berlin, Berlin, Germany",False,"<div class=""content-intro""><h2><span data-sheets-root=""1"">About Wolt</span></h2>
<p><span data-sheets-root=""1"">At Wolt, we create technology that brings joy, simplicity and earnings to the neighborhoo",https://www.arbeitnow.com/jobs/companies/wolt-english/product-manager-courier-compliance-berlin-363355,,2026-05-02,arbeitnow
Technical Account Manager B2B  M2M-Mobilfunk (m/w/d),prettyTELCO GmbH,Cologne,False,"<p>Was <strong>prettyTELCO</strong> von anderen <strong>Personalvermittlungen</strong> abhebt, ist unser Fokus auf die Vermittlung von <strong>Menschen,</strong> die nicht nur fachlich qualifiziert si",https://www.arbeitnow.com/jobs/companies/prettytelco-gmbh/technical-account-manager-b2b-m2m-mobilfunk-cologne-422704,IT,2026-05-02,arbeitnow
Technical Account Manager B2B MCPTT / Mobilfunk (m/w/d),prettyTELCO GmbH,Cologne,False,"<p>Was <strong>prettyTELCO</strong> von anderen <strong>Personalvermittlungen</strong> abhebt, ist unser Fokus auf die Vermittlung von <strong>Menschen,</strong> die nicht nur fachlich qualifiziert si",https://www.arbeitnow.com/jobs/companies/prettytelco-gmbh/technical-account-manager-b2b-mcptt-mobilfunk-cologne-249075,IT,2026-05-02,arbeitnow
New Business Manager:in (m/w/d) / Teilzeit möglich,FederhenSchneider,Cologne,False,"<p><strong>Über uns</strong></p>
<p>FederhenSchneider ist eine 30-köpfige digitale Kommunikationsagentur mit Standorten in Siegen und Köln. Mit einem interdisziplinären Team aus den Bereichen Strategi",https://www.arbeitnow.com/jobs/companies/federhenschneider/new-business-managerin-teilzeit-moglich-cologne-269502,Marketing and Communication,2026-05-02,arbeitnow
Senior Product Manager / Product Lead - AI & Agentic Workflows (m/w/d),getpress,Berlin,False,"<h2>Overview</h2>
<p>Der Servicemarkt, von Legal über Consulting bis hin zu Agenturen, steht vor der größten Transformation der Geschichte. Und der milliardenschwere PR-Markt ist mittendrin. getpress,",https://www.arbeitnow.com/jobs/companies/getpress/senior-product-manager-product-lead-ai-agentic-workflows-berlin-462300,Software Development,2026-05-02,arbeitnow
Client Relations Manager (B2C) (m/w/d) | 100% remote,smartkündigen OHG,Neuss,True,"<p>Wir suchen einen Customer Success Manager (B2C) der eigenverantwortlich einen festen Kundenstamm von ca. 2.000+ Kunden betreut.</p>
<p>Du bist der zentrale Ansprechpartner und sorgst dafür, dass un",https://www.arbeitnow.com/jobs/companies/smartkundigen-ohg/client-relations-manager-b2c-100-remote-neuss-358026,"Remote, Customer Service",2026-05-02,arbeitnow
Kundenbetreuungsmanager (B2C) | 100% remote,smartkündigen OHG,Neuss,True,"<p>Wir suchen einen Customer Success Manager (B2C) der eigenverantwortlich einen festen Kundenstamm von ca. 2.000+ Kunden betreut.</p>
<p>Du bist der zentrale Ansprechpartner und sorgst dafür, dass un",https://www.arbeitnow.com/jobs/companies/smartkundigen-ohg/kundenbetreuungsmanager-b2c-100-remote-neuss-300895,"Remote, Customer Service",2026-05-02,arbeitnow
Customer Success Manager (B2C) (m/w/d) | 100% remote,smartkündigen OHG,Neuss,True,"<p>Wir suchen einen Customer Success Manager (B2C) der eigenverantwortlich einen festen Kundenstamm von ca. 2.000+ Kunden betreut.</p>
<p>Du bist der zentrale Ansprechpartner und sorgst dafür, dass un",https://www.arbeitnow.com/jobs/companies/smartkundigen-ohg/customer-success-manager-b2c-100-remote-neuss-442709,"Remote, Customer Service",2026-05-02,arbeitnow
Senior Software Engineer Modernisierung MATLAB-Legacy-System (m/w/d),cigus GmbH,Oberkochen,False,"<h4><strong><span style="""">Hochtechnologie und Innovation...</span></strong></h4><p>…aktiv mitgestalten und vorantreiben – für diese Position suchen wir eine engagierte Persönlichkeit (m/w/d), die mit",https://www.arbeitnow.com/jobs/companies/cigus-gmbh/senior-software-engineer-modernisierung-matlab-legacy-system-oberkochen-205117,"Engineering, master's degree",2026-05-02,arbeitnow
